<<<<<<< HEAD
SubjectID,Species,Sex,Age_years,Weight_kg,SurgicalProcedure,SurgeryDuration_min,SurgeryComplexity,VetType,ExperienceYears,OperativeCare,Premed,Premed_Total_mg,InductionAgent,Induction_Total_mg,MaintenanceAgent,Maintenance_Rate_mgkg_hr,Intraop_Analgesia,Intraop_Analgesia_Total_mg,Postop_Antibiotic,Postop_Antibiotic_Total_mg,Postop_Antibiotic_Duration_days,Postop_Analgesia,Postop_Analgesia_Total_mg,Postop_Analgesia_Duration_hr,ReversalAgent,RareAdverseEventEver,FirstRareAdverseEventType
324,Rhesus,Female,4.0,5.811998944480843,Abdominal,138.9993354442494,4.0,DACLAM,14.0,4.740932541075384,Medetomidine_Ketamine_IM,38.100534192523,Ketamine_IV,26.87093807047781,Desflurane,1.0485278485620024,Morphine,1.8296381718703876,Cefotaxime,147.63478185896085,3.0,Local_Block,5.332266816488089,14.437880004973808,Atipamezole,False,
325,Marmoset,Male,6.0,0.748395633318242,Orthopedic,181.78437983155374,4.0,Resident,3.0,3.8544867858172713,Medetomidine_Ketamine_IM,4.571338480429759,Propofol_IV,2.2977639070493447,TIVA_Propofol,6.372423905637394,Buprenorphine,0.010267617246397824,Cefotaxime,24.246311195888616,3.0,Meloxicam,0.2935699367108088,78.84985205069266,Atipamezole,False,
326,Cynomolgus,Female,6.0,5.914807685560791,Neurosurgery,176.63763531277903,4.0,BoardEligible,6.0,3.302385766912097,Alfaxalone_IV,14.852597478592406,Ketamine_IV,29.14580868222788,Sevoflurane,0.8973284738219226,Hydromorphone,0.3582176248061375,Ampicillin,231.8646131493494,4.0,Buprenorphine,0.1621994183740407,40.430090159149245,Atipamezole,False,
327,Cynomolgus,Male,5.0,5.65702063248441,Cardiothoracic,145.2192820488354,4.0,DACLAM,19.0,4.728292538161458,Midazolam_Ketamine_IM,32.26729159972817,Ketamine_IV,23.626757635327888,Sevoflurane,0.987299243265128,Morphine,2.384259219889322,Enrofloxacin,37.13746083503417,4.0,Carprofen,12.525997154824678,35.222465218656794,Atipamezole,False,
328,Cynomolgus,Male,11.0,6.690029691319139,Abdominal,136.81851920116787,4.0,BoardEligible,6.0,3.639782204711441,Midazolam_Ketamine_IM,38.385369666901504,Ketamine_IV,23.39990520941116,Isoflurane,1.1223618798691084,Buprenorphine,0.19163653577501236,Enrofloxacin,49.99547626546411,6.0,Morphine,2.74398613398873,63.896453672741856,Atipamezole,False,
329,Rhesus,Male,3.0,5.020167329056335,Cardiothoracic,145.74940349425086,4.0,DACLAM,10.0,5.0,Midazolam_Ketamine_IM,26.832965982885923,Alfaxalone_IV,3.414429563279083,Desflurane,0.9152296661031959,Morphine,2.1281176754529976,Enrofloxacin,41.04950570330325,6.0,Buprenorphine,0.05677941734370193,55.244756937460004,Atipamezole,False,
330,Rhesus,Female,16.0,10.755014556188739,Abdominal,122.83706824905782,4.0,Resident,2.0,1.4325179210859658,Dexmedetomidine_Ketamine_IM,49.41912760310273,Ketamine_IV,41.44748373257662,Sevoflurane,1.3102547073705266,Morphine,1.5667716489139956,Ampicillin,409.7668789658003,4.0,Carprofen,39.371475111584594,101.80509389755197,Atipamezole,False,
331,Rhesus,Male,19.0,10.844338419563805,Abdominal,127.98090379662182,4.0,Resident,4.0,3.1642032179865973,Dexmedetomidine_Ketamine_IM,57.808127858209744,Etomidate_IV,15.75441233549867,Desflurane,0.8513474369223256,Morphine,2.369221115577514,Enrofloxacin,93.77300248409063,5.0,Morphine,3.5038760606762334,30.56576055010819,Atipamezole,False,
332,Cynomolgus,Male,14.0,6.212956041556357,Neurosurgery,156.174443742185,5.0,DACLAM,14.0,5.0,Alfaxalone_IV,17.179910870989072,Ketamine_IV,28.75715670820274,Sevoflurane,1.10988641893247,Fentanyl_bolus,0.02349894587121286,Cefotaxime,281.40829108127514,4.0,Buprenorphine,0.16909815869615571,57.18304141964429,Atipamezole,True,Organ Failure
333,Rhesus,Male,15.0,8.653251808232625,Cardiothoracic,156.93596389571832,5.0,BoardEligible,6.0,3.3677324767238153,Midazolam_Ketamine_IM,65.65585507250422,Etomidate_IV,11.847576371170764,Sevoflurane,1.1760859794805845,Morphine,3.286203964179538,Ampicillin,387.7390876343899,4.0,Local_Block,0.2745332696967932,7.126201157956685,Atipamezole,False,
334,Rhesus,Male,21.0,8.707561047836593,Orthopedic,142.98086262712602,4.0,BoardEligible,5.0,2.9507125034682398,Midazolam_Ketamine_IM,59.785583471353036,Propofol_IV,48.09861436653745,Sevoflurane,1.1045459414702008,Buprenorphine,0.18236936037815574,Cefotaxime,351.40052816754206,3.0,Morphine,1.027293581056476,52.417619757603035,Atipamezole,False,
335,Rhesus,Female,17.0,9.078962011536955,Orthopedic,131.95142957321036,4.0,DACLAM,10.0,4.625921314364204,Medetomidine_Ketamine_IM,62.82302574974423,Propofol_IV,49.1146002568875,Desflurane,0.9254915205968555,Hydromorphone,1.156215233513144,Cefotaxime,440.48845892525287,3.0,Local_Block,3.4211367855335943,26.29000029512764,Atipamezole,False,
336,Rhesus,Female,16.0,10.672046402084492,Orthopedic,133.89258359437844,5.0,DACLAM,12.0,3.6785190903127143,Alfaxalone_IV,27.651133717386283,Ketamine_IV,51.43129924278274,Desflurane,0.8859383281548548,Hydromorphone,1.1986743084203755,Cefotaxime,333.42228794335546,3.0,Carprofen,37.77785414142949,95.38135244222038,Atipamezole,False,
337,Cynomolgus,Male,11.0,7.0737412604341845,Abdominal,125.72668758105455,3.0,DACLAM,16.0,4.9178072583664205,Midazolam_Ketamine_IM,53.39892797029425,Propofol_IV,18.252666337162953,Isoflurane,1.2261367839493957,Morphine,2.555219297996997,Ampicillin,146.8373058707876,3.0,Morphine,0.954990682668675,38.152359673062065,Atipamezole,False,
338,Cynomolgus,Female,15.0,6.68003758412688,Abdominal,167.7430710010707,3.0,BoardEligible,3.0,4.339008601528602,Ketamine_IM,37.58030536630725,Ketamine_IV,33.20075093327154,Sevoflurane,1.025427272720296,Hydromorphone,0.37313643899708104,Enrofloxacin,49.19695268757834,4.0,Morphine,2.5830285261024497,39.04998756785401,Atipamezole,False,
339,Rhesus,Female,4.0,4.427148287508556,Abdominal,121.86372628740776,5.0,DACLAM,14.0,3.6504519031710054,Midazolam_Ketamine_IM,33.496689306277915,Ketamine_IV,10.78482834130026,Isoflurane,1.3990989929407975,Morphine,0.4911616377045622,Cefotaxime,189.1757970345253,4.0,Local_Block,2.3077971555605594,28.300475616815852,Atipamezole,False,
340,Rhesus,Male,9.0,8.452161457605294,Orthopedic,89.38561026347404,5.0,BoardEligible,6.0,3.6221462118393823,Alfaxalone_IV,19.92776691027352,Etomidate_IV,6.464859460610824,Isoflurane,1.2663240438898593,Morphine,3.451804232610451,Enrofloxacin,67.24554480779022,5.0,Buprenorphine,0.23248698921984975,51.12818131598175,Atipamezole,False,
341,Rhesus,Female,19.0,10.269728853923285,Orthopedic,128.69622055080256,3.0,BoardEligible,3.0,3.6652629826507486,Ketamine_IM,69.81844966807908,Propofol_IV,39.53665274853053,Desflurane,0.8839035795302388,Fentanyl_bolus,0.02911371993655182,Enrofloxacin,76.87756539830401,4.0,Buprenorphine,0.14400402073440668,44.53868630067892,Atipamezole,False,
342,Rhesus,Female,20.0,11.191017323510067,Cardiothoracic,162.8458671515549,4.0,DACLAM,13.0,3.8917578008323863,Ketamine_IM,71.49127747012179,Ketamine_IV,39.63708127235805,TIVA_Propofol,11.691622171205069,Hydromorphone,0.8907891837784555,Ampicillin,438.67883892202906,3.0,Buprenorphine,0.2285835509822735,43.32696380329221,Atipamezole,False,
343,Rhesus,Male,8.0,7.821046652091308,Cardiothoracic,135.7261261712077,4.0,BoardEligible,4.0,3.547097397555981,Dexmedetomidine_Ketamine_IM,54.52182605475385,Alfaxalone_IV,9.049815513433785,TIVA_Propofol,8.498774529962589,Fentanyl_bolus,0.04144538313614135,Enrofloxacin,47.81033862597232,6.0,Carprofen,30.780952702840036,73.97151215386249,Atipamezole,False,
344,Rhesus,Male,23.0,8.36561063991763,Abdominal,123.0511057884456,3.0,BoardEligible,4.0,4.004787770224153,Medetomidine_Ketamine_IM,55.163090543944826,Alfaxalone_IV,8.131024502346476,Desflurane,1.0872739712172186,Hydromorphone,0.7701187484496277,Enrofloxacin,55.584702840091005,3.0,Carprofen,33.205500921408465,96.69143978210658,Atipamezole,True,Cardiac Arrest
345,Rhesus,Female,10.0,7.773111841030651,Abdominal,147.8521315811748,4.0,Resident,4.0,2.196609809500026,Ketamine_IM,41.6457297131594,Ketamine_IV,21.515731488758888,TIVA_Propofol,9.959317676502918,Hydromorphone,1.1027744032941882,Cefotaxime,260.57447970947067,4.0,Meloxicam,2.746209984437498,90.5541838151504,Atipamezole,False,
346,Cynomolgus,Female,13.0,6.419985934049235,Cardiothoracic,81.36806964570292,5.0,DACLAM,15.0,4.834782927721193,Alfaxalone_IV,7.82747527447665,Ketamine_IV,27.922142313695915,TIVA_Propofol,6.20147973500722,Morphine,3.158628663924846,Cefazolin,190.4213809363818,1.0,Local_Block,3.1698358294748346,31.841673825086517,Atipamezole,False,
347,Cynomolgus,Male,2.0,3.159545221760555,Orthopedic,162.6572097036427,5.0,DACLAM,12.0,4.630587521317611,Alfaxalone_IV,9.231237605768595,Propofol_IV,8.135181665332947,Desflurane,1.1911096364588003,Hydromorphone,0.37266446369031136,Ampicillin,76.47732755923678,4.0,Buprenorphine,0.038964141967976075,40.191701652207996,Atipamezole,False,
348,Rhesus,Male,4.0,4.671622641930077,Abdominal,129.49694001019404,4.0,BoardEligible,3.0,3.735302665108303,Alfaxalone_IV,12.961580860111289,Alfaxalone_IV,4.503351189793153,Isoflurane,1.2105702182576017,Hydromorphone,0.29904418580896824,Ampicillin,101.6567835477509,3.0,Local_Block,2.8664963616327106,19.248285889802183,Atipamezole,True,Hemorrhage
349,Rhesus,Male,3.0,4.517362610057084,Cardiothoracic,175.03869844630674,4.0,DACLAM,13.0,3.8149217158437345,Dexmedetomidine_Ketamine_IM,28.328179375281348,Etomidate_IV,3.8937919303136477,Isoflurane,0.8359180883074067,Morphine,0.6875219809761466,Ampicillin,173.0448503795766,4.0,Buprenorphine,0.05395121026640163,27.99354887269063,Atipamezole,False,
350,Cynomolgus,Female,8.0,7.903704243053049,Abdominal,135.77089761011212,5.0,DACLAM,9.0,3.587180536863172,Medetomidine_Ketamine_IM,52.42068137311967,Etomidate_IV,11.43924843379076,TIVA_Propofol,7.055577882150665,Morphine,1.2077286635528703,Ampicillin,319.89856107888664,3.0,Morphine,3.7568821703958073,51.741996966194314,Atipamezole,False,
351,Cynomolgus,Female,10.0,6.940706316679413,Orthopedic,149.84387652589413,5.0,BoardEligible,5.0,4.907085796376197,Alfaxalone_IV,19.12644717070375,Alfaxalone_IV,3.6642725232476296,Isoflurane,1.3027619515657762,Buprenorphine,0.20150883691714633,Cefotaxime,237.08751483328456,4.0,Local_Block,6.43097505869873,33.491216776373165,Atipamezole,False,
352,Cynomolgus,Female,9.0,6.854195062171725,Orthopedic,164.07725867183348,5.0,DACLAM,13.0,4.5844750970108725,Midazolam_Ketamine_IM,54.652775318567485,Ketamine_IV,27.973670296360932,Desflurane,1.054806041123082,Hydromorphone,0.6213484868761404,Cefazolin,173.78789933462457,2.0,Meloxicam,3.3254682649302274,93.8582045059243,Atipamezole,False,
353,Cynomolgus,Male,14.0,6.321789113748373,Orthopedic,189.78596658341067,4.0,BoardEligible,5.0,2.5715741130912115,Midazolam_Ketamine_IM,50.31498087958386,Propofol_IV,30.335753317418686,Desflurane,1.0589270570015346,Buprenorphine,0.13734249050409195,Ampicillin,215.2164243499021,4.0,Buprenorphine,0.07210490457130198,71.63423095943403,Atipamezole,False,
354,Rhesus,Female,18.0,9.651059924006496,Abdominal,123.32432085216357,5.0,DACLAM,15.0,4.34937825163987,Dexmedetomidine_Ketamine_IM,65.588134297223,Propofol_IV,44.59789593031857,Isoflurane,0.9747786426171613,Hydromorphone,1.8211416999835583,Cefazolin,248.36794628852226,1.0,Meloxicam,3.642708790953079,118.92454891648437,Atipamezole,False,
355,Rhesus,Female,9.0,7.250808292801926,Abdominal,121.97418207370845,4.0,DACLAM,12.0,4.117266613895743,Medetomidine_Ketamine_IM,37.968390546599544,Ketamine_IV,32.2185265120013,Sevoflurane,1.108969097150891,Morphine,2.275945238322271,Enrofloxacin,44.970328407633716,3.0,Local_Block,1.3101550323182247,10.182211648736448,Atipamezole,False,
356,Cynomolgus,Male,15.0,5.807791917914182,Orthopedic,221.64617690786798,5.0,Resident,2.0,2.190638994363661,Dexmedetomidine_Ketamine_IM,39.20007181097336,Alfaxalone_IV,7.856587199209344,Desflurane,1.1252101953400029,Morphine,2.8438147809555954,Ampicillin,165.5657288080577,4.0,Buprenorphine,0.1724854559909765,49.15974306209043,Atipamezole,True,Cardiac Arrest
357,Rhesus,Male,24.0,11.767529170136486,Orthopedic,141.83051182871722,5.0,DACLAM,12.0,4.958183835023068,Ketamine_IM,62.92864272316396,Propofol_IV,68.38224733394043,Isoflurane,1.0401283707207547,Fentanyl_bolus,0.11170015909819765,Ampicillin,545.1837164576276,4.0,Meloxicam,5.10007814307164,76.14830559012293,Atipamezole,False,
358,Cynomolgus,Female,13.0,6.606400742733354,Cardiothoracic,149.63309298248888,5.0,Resident,3.0,2.7618715652363917,Dexmedetomidine_Ketamine_IM,46.21203674975688,Etomidate_IV,3.900187829471551,TIVA_Propofol,9.68501080447599,Morphine,1.5376604006952679,Ampicillin,308.0391456265834,4.0,Meloxicam,2.443594989968943,67.71495275625965,Atipamezole,False,
359,Marmoset,Female,1.0,0.462350300050449,Abdominal,143.68015994324512,3.0,DACLAM,14.0,4.4788386762400725,Dexmedetomidine_Ketamine_IM,3.064593128899211,Etomidate_IV,0.2810408872854507,Isoflurane,1.1953023492254684,Hydromorphone,0.0408958625141985,Enrofloxacin,2.348714746681909,3.0,Carprofen,1.2627707723918942,43.170843602840634,Atipamezole,False,
360,Cynomolgus,Male,9.0,7.575307853899725,Neurosurgery,185.93184758525993,5.0,DACLAM,17.0,5.0,Ketamine_IM,40.365945724074685,Ketamine_IV,26.75687123117962,Sevoflurane,0.8696223884100915,Buprenorphine,0.13782729315191955,Enrofloxacin,51.37467278493914,4.0,Buprenorphine,0.2186371145002027,34.4914989202788,Atipamezole,False,
361,Rhesus,Female,13.0,8.155118007010948,Abdominal,77.5500621116222,5.0,DACLAM,16.0,4.913597220402734,Midazolam_Ketamine_IM,60.904078419191066,Etomidate_IV,9.115192255183713,Desflurane,1.1517159529875953,Morphine,3.336535862176475,Cefotaxime,253.77776957668274,3.0,Buprenorphine,0.08962064566165706,37.02101832740646,Atipamezole,False,
362,Cynomolgus,Male,19.0,7.792926447932875,Abdominal,125.62253526828917,5.0,DACLAM,12.0,3.4196190791283296,Midazolam_Ketamine_IM,40.65748742736199,Alfaxalone_IV,11.307784269434912,TIVA_Propofol,6.53353071309252,Fentanyl_bolus,0.03385411536302145,Cefazolin,156.02541868840714,1.0,Carprofen,26.11480291348084,87.86120983078511,Atipamezole,False,
363,Rhesus,Female,17.0,11.146788509486178,Abdominal,76.20090285139301,3.0,DACLAM,16.0,3.222193365999467,Alfaxalone_IV,17.856622121717894,Alfaxalone_IV,18.390327780447496,TIVA_Propofol,7.463148238698799,Hydromorphone,1.9241886958926235,Cefotaxime,503.2932631761825,3.0,Local_Block,3.084516729881055,22.947906715054753,Atipamezole,False,
364,Cynomolgus,Female,17.0,7.981981295822888,Cardiothoracic,121.68411476234293,4.0,Resident,3.0,2.2432302735143144,Medetomidine_Ketamine_IM,45.21252861679491,Etomidate_IV,6.910457780527399,Isoflurane,0.9429620002282881,Morphine,3.5128004251056035,Cefotaxime,255.44584070661602,4.0,Carprofen,18.769037974568192,116.13112086543573,Atipamezole,False,
365,Marmoset,Female,3.0,0.6459565218561838,Abdominal,77.83155418556152,5.0,DACLAM,12.0,5.0,Medetomidine_Ketamine_IM,4.738693083797845,Ketamine_IV,1.7890158250852315,Desflurane,1.009967687455359,Morphine,0.18713294029858815,Enrofloxacin,5.1148914256385405,6.0,Morphine,0.22238767384109806,62.91959186919139,Atipamezole,False,
366,Rhesus,Female,15.0,10.74649789444684,Cardiothoracic,153.5112438252351,4.0,BoardEligible,5.0,3.2936347193218056,Alfaxalone_IV,10.887833591284041,Alfaxalone_IV,18.75134763735141,TIVA_Propofol,6.805113978196754,Fentanyl_bolus,0.04202287743112999,Cefotaxime,501.55966684220283,4.0,Buprenorphine,0.28278005775758075,24.20986150870354,Atipamezole,False,
367,Marmoset,Female,6.0,0.748395633318242,Abdominal,64.1896973324643,3.0,DACLAM,8.0,5.0,Midazolam_Ketamine_IM,6.165659873393319,Propofol_IV,1.5614166883190628,Desflurane,1.101625072094166,Fentanyl_bolus,0.0020922208973087244,Ampicillin,35.95898191143479,4.0,Local_Block,0.06228558371866687,45.6931442181644,Atipamezole,False,
368,Marmoset,Male,5.0,0.7330320421572406,Abdominal,133.3365838726858,4.0,DACLAM,8.0,4.916725175920113,Ketamine_IM,3.915643315102935,Propofol_IV,1.6180202065204146,TIVA_Propofol,8.763573232138704,Morphine,0.13015739708018337,Enrofloxacin,4.9362613898249945,6.0,Carprofen,2.8823253307861343,78.78667137886411,Atipamezole,False,
369,Rhesus,Female,4.0,5.96140744631393,Orthopedic,115.8545450534235,3.0,Resident,4.0,2.7799754007331154,Dexmedetomidine_Ketamine_IM,35.91081653939373,Etomidate_IV,3.456789546463382,Desflurane,0.8392923580654532,Hydromorphone,0.9440278686350865,Cefazolin,132.8754301076231,1.0,Morphine,2.856161424845665,39.279953005617415,Atipamezole,False,
370,Rhesus,Male,16.0,9.035539210472095,Abdominal,89.03136889247321,3.0,Resident,4.0,3.3618040723636433,Ketamine_IM,59.72747326958926,Etomidate_IV,10.669062020872211,TIVA_Propofol,6.20024524865238,Buprenorphine,0.17942052641293688,Ampicillin,295.2173798374243,4.0,Buprenorphine,0.19581717259837572,71.59045733376858,Atipamezole,False,
371,Rhesus,Male,8.0,7.941009671590939,Orthopedic,136.8378945683877,4.0,Resident,4.0,2.6170258549145364,Alfaxalone_IV,22.80407756870347,Etomidate_IV,7.668395983091211,TIVA_Propofol,8.396659931689515,Buprenorphine,0.11025851221395819,Cefotaxime,258.8683851509911,3.0,Buprenorphine,0.11423064408788162,25.743182160425153,Atipamezole,False,
372,Rhesus,Male,11.0,7.804973439949086,Orthopedic,173.16815252963755,3.0,BoardEligible,3.0,3.1267447330460496,Medetomidine_Ketamine_IM,62.10239261739224,Ketamine_IV,27.48335128540136,Sevoflurane,1.3600904968781857,Morphine,3.2188912036576003,Enrofloxacin,59.80229322084742,4.0,Buprenorphine,0.22842861955948746,41.25720398414248,Atipamezole,False,
373,Rhesus,Male,9.0,8.849596684968127,Neurosurgery,179.4239261435609,4.0,BoardEligible,6.0,3.735329687906987,Medetomidine_Ketamine_IM,61.58853289881707,Ketamine_IV,19.411986659961332,Desflurane,0.8759780793250621,Hydromorphone,1.06171841761025,Cefotaxime,406.06760069387303,3.0,Morphine,1.607666201080964,56.283934539916416,Atipamezole,False,
374,Cynomolgus,Female,12.0,7.717365134400354,Abdominal,103.4975780069521,5.0,Resident,4.0,2.5703559860892575,Midazolam_Ketamine_IM,48.18492992389665,Etomidate_IV,6.688039365984402,Sevoflurane,1.097121910771894,Morphine,1.8907174350575011,Cefazolin,168.81805853759886,1.0,Morphine,1.0763249204670982,35.584986624437015,Atipamezole,False,
375,Rhesus,Male,20.0,9.83072119926536,Cardiothoracic,156.1639551212239,4.0,BoardEligible,4.0,4.187984097421696,Ketamine_IM,62.41966114629562,Alfaxalone_IV,16.450840115925793,Desflurane,1.1321051780801736,Buprenorphine,0.27490687491009036,Enrofloxacin,79.1339237460275,3.0,Local_Block,7.910383438218026,22.761086764495737,Atipamezole,False,
376,Rhesus,Female,11.0,8.52545570268915,Orthopedic,224.00876458271335,3.0,DACLAM,8.0,3.9105621456070363,Medetomidine_Ketamine_IM,56.30791173747391,Ketamine_IV,38.78909996755664,Sevoflurane,1.2579498143355696,Fentanyl_bolus,0.062491481702030255,Enrofloxacin,82.91324699666791,6.0,Morphine,2.5872687289072895,67.25316802711504,Atipamezole,False,
377,Cynomolgus,Female,17.0,6.8991318269920585,Abdominal,141.08460306739545,4.0,DACLAM,7.0,5.0,Alfaxalone_IV,9.605618199508323,Propofol_IV,37.742300468169574,Desflurane,0.9452268845105324,Hydromorphone,0.8087669161749756,Cefazolin,187.17437386093565,2.0,Meloxicam,2.8900152869350157,58.080190958652224,Atipamezole,False,
378,Rhesus,Male,6.0,5.76339363876701,Cardiothoracic,239.08245923275885,4.0,DACLAM,18.0,4.874064060158338,Medetomidine_Ketamine_IM,35.024341637448714,Etomidate_IV,5.995753327953018,Desflurane,0.8043344840495551,Hydromorphone,1.0511587938684384,Cefotaxime,258.15275867490794,3.0,Buprenorphine,0.15120565701278713,32.044917500268696,Atipamezole,False,
379,Cynomolgus,Female,15.0,8.55475267926528,Abdominal,111.02420407539228,5.0,BoardEligible,3.0,4.3392958652009535,Ketamine_IM,44.002507648986,Ketamine_IV,35.43873829629091,Sevoflurane,0.8910553404606719,Hydromorphone,1.3709128475482986,Cefazolin,208.71289642427323,2.0,Carprofen,22.26266667915821,25.841918009306237,Atipamezole,False,
380,Rhesus,Male,11.0,6.808861402334015,Orthopedic,154.83957436581588,4.0,DACLAM,7.0,5.0,Midazolam_Ketamine_IM,41.596373296159534,Ketamine_IV,22.57113590381876,TIVA_Propofol,10.733134834796948,Hydromorphone,1.0357995242764804,Cefotaxime,262.43023794998385,4.0,Carprofen,20.38672823135874,29.774905767557076,Atipamezole,False,
381,Rhesus,Male,6.0,5.889332351708958,Abdominal,106.20195972325045,3.0,BoardEligible,6.0,2.642570814579505,Medetomidine_Ketamine_IM,38.217558359404,Alfaxalone_IV,11.090471862246966,Desflurane,0.9983413219825046,Morphine,0.9377589963949448,Cefazolin,163.38572171303244,2.0,Meloxicam,1.294848225817857,48.425878703545564,Atipamezole,False,
382,Cynomolgus,Female,4.0,4.170940048404465,Abdominal,149.0464842505303,5.0,BoardEligible,5.0,3.789486238752457,Alfaxalone_IV,4.719026353170545,Alfaxalone_IV,5.170794207167008,Sevoflurane,0.8315966377778125,Morphine,1.0912174608703222,Ampicillin,183.55280341700367,4.0,Meloxicam,1.7938069385173112,57.53800520271588,Atipamezole,False,
383,Cynomolgus,Male,3.0,4.669348382534671,Neurosurgery,190.80268922242777,4.0,BoardEligible,5.0,3.6377339362434764,Medetomidine_Ketamine_IM,33.43322525545808,Etomidate_IV,2.6185996052675793,Sevoflurane,1.1115899452585425,Morphine,0.6960553687713644,Ampicillin,154.94098981701944,3.0,Meloxicam,2.265020060116819,105.37665050430206,Atipamezole,False,
384,Cynomolgus,Male,4.0,4.729997121190377,Abdominal,130.6992800709315,5.0,DACLAM,18.0,4.987810707747181,Dexmedetomidine_Ketamine_IM,27.32642898429646,Alfaxalone_IV,8.33600969923103,Sevoflurane,0.8549829799239792,Fentanyl_bolus,0.005876337952575146,Cefazolin,131.16953061648442,2.0,Meloxicam,1.9211566164206575,59.34257542959378,Atipamezole,False,
385,Cynomolgus,Female,5.0,4.035730638668504,Neurosurgery,170.7704349102093,5.0,DACLAM,16.0,4.211590292179038,Midazolam_Ketamine_IM,31.26792706438971,Propofol_IV,23.709087315721582,Isoflurane,1.0246726069258714,Buprenorphine,0.06312725287712762,Ampicillin,158.75189007237,4.0,Morphine,1.3864393215682285,68.29429352380626,Atipamezole,False,
386,Cynomolgus,Female,6.0,5.075281130780686,Neurosurgery,186.35157981885274,5.0,BoardEligible,6.0,4.968187631806737,Dexmedetomidine_Ketamine_IM,28.112495882242914,Ketamine_IV,10.734154926948255,Sevoflurane,1.114589021432209,Buprenorphine,0.08251530864968956,Cefotaxime,250.4075731192893,4.0,Buprenorphine,0.09033821945074394,60.50541772597766,Atipamezole,False,
387,Rhesus,Male,14.0,10.519987491507901,Abdominal,109.65719592908073,3.0,Resident,3.0,3.2445215325101673,Ketamine_IM,71.2298889756053,Alfaxalone_IV,10.89302059180041,Isoflurane,0.9813132046617836,Hydromorphone,1.5931685544173706,Cefazolin,308.34622244080055,2.0,Morphine,3.1094264186572302,26.074924136479062,Atipamezole,False,
388,Rhesus,Female,6.0,6.321613403130406,Neurosurgery,129.15997129055697,5.0,DACLAM,19.0,4.543271611335575,Alfaxalone_IV,12.190745777890665,Alfaxalone_IV,10.58221406775196,Desflurane,1.1059167125000247,Fentanyl_bolus,0.04903205918360072,Enrofloxacin,41.930287184243525,3.0,Carprofen,22.273955434808197,108.83767027412688,Atipamezole,False,
389,Cynomolgus,Female,11.0,5.720363575899493,Cardiothoracic,180.6248623825383,5.0,BoardEligible,6.0,4.376907665364275,Medetomidine_Ketamine_IM,43.47590972669894,Ketamine_IV,15.663361763211606,Sevoflurane,0.9118981166737667,Fentanyl_bolus,0.020758183777055773,Enrofloxacin,37.41085937708521,3.0,Morphine,0.6792738404394875,63.30436965882804,Atipamezole,False,
390,Cynomolgus,Female,3.0,4.550302771565182,Cardiothoracic,194.5539507929192,4.0,BoardEligible,6.0,2.5677433217020256,Alfaxalone_IV,4.767235007354782,Propofol_IV,11.33039344215708,Isoflurane,0.8139139589073967,Buprenorphine,0.052131291616294165,Ampicillin,163.91182839304645,4.0,Local_Block,2.2819961604916252,14.216045455706718,Atipamezole,False,
391,Marmoset,Male,7.0,0.7556299126145378,Cardiothoracic,166.32652871029487,4.0,BoardEligible,3.0,4.591131196878838,Dexmedetomidine_Ketamine_IM,3.103713014805851,Propofol_IV,2.863018342693642,TIVA_Propofol,9.838908212726661,Buprenorphine,0.020400096749480644,Ampicillin,27.932779893764444,4.0,Meloxicam,0.34806597998762406,112.26399681306953,Atipamezole,False,
392,Rhesus,Female,22.0,9.75510011381387,Orthopedic,164.35845611417943,4.0,BoardEligible,4.0,3.7976153309840375,Midazolam_Ketamine_IM,61.89208496396529,Ketamine_IV,20.498035474778483,TIVA_Propofol,11.553345546692107,Hydromorphone,0.6615967230934132,Cefazolin,271.8676202095314,1.0,Morphine,3.5993391669152874,35.02550119398358,Atipamezole,False,
393,Rhesus,Female,16.0,10.357873756941594,Cardiothoracic,165.35482953574288,4.0,DACLAM,9.0,4.3596118146518865,Dexmedetomidine_Ketamine_IM,52.66212684864819,Ketamine_IV,46.58944656590783,Sevoflurane,1.1134024442297505,Buprenorphine,0.16490611483965256,Cefotaxime,503.1523754069454,3.0,Local_Block,7.157502077084896,33.48565290102941,Atipamezole,False,
394,Cynomolgus,Female,13.0,7.233911348363313,Abdominal,128.2134886394359,4.0,DACLAM,17.0,5.0,Alfaxalone_IV,13.92583557927176,Alfaxalone_IV,9.54518093279126,Isoflurane,1.0269587085890552,Hydromorphone,0.5014524621206691,Cefazolin,169.62014056940416,1.0,Buprenorphine,0.18367101370900518,48.04203614913354,Atipamezole,False,
395,Rhesus,Female,9.0,9.538563304141663,Abdominal,90.78299590181089,4.0,DACLAM,15.0,4.752880907360544,Medetomidine_Ketamine_IM,73.63135556521071,Ketamine_IV,28.776583234182247,Sevoflurane,1.2642669847091708,Hydromorphone,1.5693662029977034,Cefotaxime,452.21992235123435,4.0,Buprenorphine,0.19227363850816984,46.057562753758,Atipamezole,False,
396,Marmoset,Male,7.0,0.7556299126145378,Abdominal,104.21782709987087,5.0,DACLAM,12.0,4.895166555568138,Ketamine_IM,4.071248378763771,Alfaxalone_IV,1.4715406040275272,Isoflurane,1.225287447455905,Buprenorphine,0.016566975868107976,Cefotaxime,34.25579478488016,3.0,Buprenorphine,0.012654056678491232,56.45140251840218,Atipamezole,False,
